function	genus	pre_HPM	drought_HPM	delta	log2FC	cliffs_delta	p	mixed_p	q_BH	mixed_q_BH
CAZy:degradation	Castellaniella	0.4974	0.2326	-0.2648	-1.0933	-0.6043	0.0007	0.0025	0.0082	0.0168
CAZy:degradation	Reticulibacter	0.2194	0.2326	0.0132	0.0842	-0.0957	0.6006	0.8068	0.6828	0.8666
CAZy:degradation	Nitrospina	0.3447	0.2325	-0.1122	-0.5662	-0.4565	0.0109	0.0384	0.0405	0.1056
CAZy:degradation	Truepera	0.2631	0.2323	-0.0308	-0.179	-0.0652	0.7239	0.6485	0.786	0.744
CAZy:degradation	Frateuria	0.4268	0.2323	-0.1945	-0.875	-0.4804	0.0074	0.0072	0.0314	0.0338
CAZy:degradation	Ectopseudomonas	0.2063	0.2321	0.0258	0.169	0.1478	0.4146	0.3988	0.5168	0.5305
CAZy:degradation	Candidatus Viadribacter	0.6453	0.232	-0.4133	-1.4719	-0.6261	0.0005	0.0001	0.0065	0.0018
CAZy:degradation	Vallicoccus	0.0819	0.2318	0.1499	1.4901	0.6348	0.0004	0.0004	0.0061	0.0043
CAZy:degradation	Colwellia	0.3929	0.2317	-0.1612	-0.7594	-0.5891	0.001	0.012	0.0099	0.0485
CAZy:degradation	Saccharibacillus	0.1059	0.2312	0.1253	1.1186	0.3522	0.05	0.0103	0.1116	0.044
CAZy:degradation	Stratiformator	0.3404	0.2311	-0.1093	-0.5567	-0.4522	0.0117	0.1693	0.0422	0.2916
CAZy:degradation	Rhodothermus	0.2997	0.2306	-0.0691	-0.3764	-0.3957	0.0274	0.322	0.0742	0.4562
CAZy:degradation	Pseudodesulfovibrio	0.3728	0.2292	-0.1436	-0.6995	-0.3913	0.0293	0.0076	0.0776	0.0352
CAZy:degradation	Thiofilum	0.4057	0.2291	-0.1766	-0.8215	-0.3348	0.0623	0.0861	0.1301	0.1832
CAZy:degradation	Candidatus Protochlamydia	0.2529	0.2288	-0.024	-0.1436	-0.1065	0.5589	0.6011	0.648	0.7068
CAZy:degradation	Panacagrimonas	0.6884	0.2282	-0.4602	-1.589	-0.6522	0.0003	0.0001	0.005	0.0012
CAZy:degradation	Nisaea	0.2045	0.2272	0.0227	0.1512	0.0739	0.6875	0.6563	0.7556	0.7511
CAZy:degradation	Cohaesibacter	0.3233	0.2271	-0.0962	-0.5074	-0.4413	0.0139	0.1515	0.047	0.2702
CAZy:degradation	Marilutibacter	0.3712	0.2268	-0.1444	-0.7083	-0.4565	0.0109	0.0209	0.0405	0.0708
CAZy:degradation	Thiocystis	0.2822	0.226	-0.0562	-0.319	-0.3696	0.0396	0.4675	0.0954	0.5925
CAZy:degradation	Sulfurisoma	0.5698	0.2259	-0.3439	-1.331	-0.7457	0.0	0.0003	0.0022	0.0036
CAZy:degradation	Altericroceibacterium	0.2051	0.2246	0.0195	0.1305	-0.0783	0.6699	0.7191	0.7411	0.8007
CAZy:degradation	Roseicella	0.2886	0.2244	-0.0642	-0.3617	-0.2761	0.125	0.2545	0.2119	0.3883
CAZy:degradation	Neorhizobium	0.358	0.2244	-0.1337	-0.6718	-0.3478	0.0529	0.0764	0.1157	0.1694
CAZy:degradation	Scytonema	0.2201	0.2234	0.0033	0.0213	-0.2348	0.1926	0.5562	0.2901	0.6697
CAZy:degradation	Paraconexibacter	0.1188	0.2229	0.104	0.9016	0.45	0.0121	0.0019	0.0432	0.014
CAZy:degradation	Acetomicrobium	0.2466	0.2225	-0.0241	-0.1476	-0.0957	0.6005	0.7532	0.6828	0.8266
CAZy:degradation	Xanthocytophaga	0.3589	0.2221	-0.1368	-0.6901	-0.3739	0.0372	0.0534	0.0915	0.1327
CAZy:degradation	Golovinomyces	0.0361	0.2221	0.186	2.5877	0.4	0.0215	0.009	0.0625	0.0397
CAZy:degradation	Coprinopsis	0.2885	0.222	-0.0665	-0.3764	-0.1957	0.2764	0.4609	0.3794	0.5861
CAZy:degradation	Coraliomargarita	0.4928	0.2213	-0.2715	-1.1513	-0.4435	0.0134	0.0033	0.0458	0.0205
CAZy:degradation	Micrococcus	0.141	0.2206	0.0796	0.6424	0.2826	0.1163	0.0226	0.2003	0.0745
CAZy:degradation	Acidithrix	0.1322	0.2205	0.0883	0.7337	0.2913	0.1051	0.0032	0.1861	0.0202
CAZy:degradation	Kutzneria	0.2132	0.22	0.0069	0.0456	-0.2261	0.2098	0.8804	0.3082	0.9248
CAZy:degradation	Chlorella	0.3006	0.2196	-0.081	-0.4512	-0.313	0.0817	0.0546	0.1563	0.1346
CAZy:degradation	Pseudohongiella	0.4585	0.2194	-0.2391	-1.0601	-0.613	0.0006	0.0001	0.0074	0.0021
CAZy:degradation	Faunimonas	0.1607	0.2189	0.0582	0.4435	0.1478	0.4147	0.2537	0.5168	0.3874
CAZy:degradation	Casadabanvirus	0.3189	0.2188	-0.1001	-0.5415	-0.1261	0.4841	0.5021	0.5817	0.6238
CAZy:degradation	Longilinea	0.1858	0.2184	0.0326	0.2322	-0.0348	0.8548	0.7645	0.8901	0.8359
CAZy:degradation	Pontiella	0.3246	0.218	-0.1065	-0.5718	-0.4609	0.0101	0.1314	0.0386	0.2446
CAZy:degradation	Ramularia	0.0893	0.2179	0.1286	1.2768	0.3957	0.0266	0.032	0.0728	0.0932
CAZy:degradation	Haemophilus	0.1832	0.2177	0.0345	0.2478	0.1478	0.4146	0.3473	0.5168	0.4806
CAZy:degradation	Candidatus Aquicultor	0.2027	0.2176	0.0149	0.1018	0.0196	0.9224	0.7517	0.9441	0.8254
CAZy:degradation	Exophiala	0.0919	0.2175	0.1256	1.2341	0.3348	0.0625	0.0396	0.1301	0.1081
CAZy:degradation	Longitalea	0.4893	0.2167	-0.2726	-1.1712	-0.6261	0.0005	0.0	0.0065	0.0007
CAZy:degradation	Guillardia	0.3151	0.2166	-0.0986	-0.5391	-0.3696	0.0396	0.0739	0.0954	0.1654
CAZy:degradation	Hoylesella	0.0884	0.2158	0.1273	1.2772	0.2609	0.1369	0.1251	0.2273	0.2365
CAZy:degradation	Collinsella	0.2288	0.2153	-0.0134	-0.0869	-0.1391	0.4431	0.492	0.5452	0.6147
CAZy:degradation	Oricola	0.2745	0.2151	-0.0594	-0.3504	-0.1304	0.4726	0.3551	0.5713	0.4878
CAZy:degradation	Halioxenophilus	0.5661	0.2143	-0.3518	-1.3972	-0.5	0.0053	0.0112	0.0251	0.0463
CAZy:degradation	Terrihabitans	0.3066	0.2142	-0.0924	-0.5154	-0.3826	0.0331	0.1249	0.0844	0.2364
CAZy:degradation	Crossiella	0.1484	0.2141	0.0658	0.5265	0.1435	0.4287	0.1745	0.5307	0.2974
CAZy:degradation	Campylobacter	0.2891	0.2141	-0.075	-0.4314	-0.2283	0.2053	0.2236	0.3033	0.3552
CAZy:degradation	Theileria	0.2239	0.2139	-0.01	-0.0656	-0.1478	0.4147	0.6926	0.5168	0.7801
CAZy:degradation	Gloeothece	0.236	0.2131	-0.0229	-0.1467	-0.163	0.367	0.6342	0.4709	0.7329
CAZy:degradation	Pseudooceanicola	0.175	0.2127	0.0377	0.28	0.0348	0.8551	0.3791	0.8901	0.5109
CAZy:degradation	Desulfobacter	0.3545	0.2122	-0.1424	-0.7379	-0.4	0.0258	0.0267	0.0711	0.0829
CAZy:degradation	Haloechinothrix	0.1191	0.2119	0.0928	0.8256	0.4304	0.0165	0.0057	0.0527	0.0287
CAZy:degradation	Terracoccus	0.0634	0.2115	0.1482	1.7236	0.4957	0.0055	0.0053	0.0258	0.0278
CAZy:degradation	Virgibacillus	0.2518	0.2112	-0.0406	-0.2525	-0.1935	0.284	0.3479	0.3868	0.4811
CAZy:degradation	Arenibaculum	0.2337	0.2108	-0.0229	-0.148	-0.1609	0.3738	0.68	0.4773	0.7705
CAZy:degradation	Chitinolyticbacter	0.4781	0.2102	-0.2678	-1.1815	-0.6087	0.0007	0.0002	0.0077	0.0029
CAZy:degradation	Telluribacter	0.265	0.2095	-0.0555	-0.3376	-0.2804	0.1191	0.4097	0.2043	0.54
CAZy:degradation	Fundidesulfovibrio	0.2642	0.2093	-0.055	-0.335	-0.3522	0.0499	0.4441	0.1116	0.5723
CAZy:degradation	Abyssibacter	0.2886	0.209	-0.0796	-0.4637	-0.2304	0.2011	0.2809	0.2985	0.4159
CAZy:degradation	Limnovirga	0.421	0.2087	-0.2123	-1.009	-0.5065	0.0047	0.0117	0.0237	0.0477
CAZy:degradation	Methylosarcina	0.4534	0.2086	-0.2448	-1.1162	-0.5304	0.0031	0.0013	0.0183	0.0107
CAZy:degradation	Microcoleus	0.2704	0.2084	-0.0621	-0.3746	-0.287	0.1106	0.286	0.1936	0.4205
CAZy:degradation	Massarina	0.0857	0.2082	0.1225	1.271	0.3174	0.0734	0.3926	0.1447	0.5239
CAZy:degradation	Actinospica	0.1865	0.208	0.0215	0.1566	0.0217	0.9127	0.6465	0.9351	0.7425
CAZy:degradation	Aquisalimonas	0.3789	0.2078	-0.1711	-0.8635	-0.6239	0.0005	0.0098	0.0067	0.0423
CAZy:degradation	Phnomibacter	0.8418	0.2071	-0.6347	-2.0179	-0.7283	0.0	0.0	0.0025	0.0001
CAZy:degradation	Nitrosovibrio	0.3554	0.2069	-0.1485	-0.7776	-0.487	0.0066	0.7233	0.0293	0.8041
CAZy:degradation	Teloschistes	0.0344	0.2068	0.1724	2.5547	0.387	0.0206	0.121	0.0612	0.2312
CAZy:degradation	Marinicella	0.2984	0.2068	-0.0916	-0.5268	-0.4913	0.0062	0.1463	0.0279	0.2638
CAZy:degradation	Billgrantia	0.2505	0.2066	-0.044	-0.2772	-0.1348	0.4574	0.2972	0.5576	0.432
CAZy:degradation	Arachidicoccus	0.3826	0.2059	-0.1767	-0.8907	-0.4891	0.0064	0.0123	0.0286	0.0496
CAZy:degradation	Thermoleophilum	0.1079	0.2056	0.0977	0.9238	0.4087	0.0228	0.0109	0.0648	0.0457
CAZy:degradation	Beggiatoa	0.3938	0.2056	-0.1883	-0.9346	-0.5022	0.0051	0.0034	0.0248	0.0209
CAZy:degradation	Microdochium	0.0425	0.2055	0.163	2.2471	0.437	0.0146	0.0043	0.0485	0.0243
CAZy:degradation	Prosthecochloris	0.155	0.2054	0.0503	0.4034	-0.0652	0.7239	0.4602	0.786	0.5856
CAZy:degradation	Catenovulum	0.1885	0.2049	0.0163	0.1193	0.0	1.0	0.6682	1.0	0.7608
CAZy:degradation	Hydnum	0.1587	0.2038	0.0451	0.3588	0.0804	0.6608	0.4929	0.7354	0.6158
CAZy:degradation	Actinocorallia	0.2087	0.2038	-0.005	-0.0345	-0.0239	0.9031	0.9197	0.9282	0.9484
CAZy:degradation	Micromonas	0.2638	0.2032	-0.0606	-0.3751	-0.1739	0.3361	0.2825	0.4398	0.4173
CAZy:degradation	Herbiconiux	0.0985	0.2032	0.1047	1.0378	0.4	0.0256	0.0373	0.0707	0.1034
CAZy:degradation	Yinghuangia	0.1416	0.2031	0.0615	0.5171	0.1826	0.3122	0.1883	0.4153	0.313
CAZy:degradation	Aureobasidium	0.1069	0.2028	0.0959	0.9171	0.263	0.1435	0.0153	0.2352	0.0575
CAZy:degradation	Rhodohalobacter	0.3668	0.2026	-0.1641	-0.8529	-0.5783	0.0013	0.0019	0.0109	0.0138
CAZy:degradation	Oryzomicrobium	0.5256	0.2024	-0.3232	-1.3724	-0.6848	0.0001	0.0001	0.0035	0.0015
CAZy:degradation	Mortierella	0.3949	0.2019	-0.193	-0.9647	-0.4565	0.0109	0.0038	0.0405	0.0223
CAZy:degradation	Thermocrispum	0.0645	0.2009	0.1363	1.6231	0.2348	0.1865	0.018	0.2845	0.0644
CAZy:degradation	Rhodospirillum	0.2051	0.2006	-0.0045	-0.0318	-0.0609	0.7422	0.9286	0.8016	0.9551
CAZy:degradation	Henriciella	0.2785	0.2005	-0.0779	-0.4716	-0.2391	0.1843	0.1706	0.2817	0.2931
CAZy:degradation	Tepidiphilus	0.5055	0.2002	-0.3053	-1.3318	-0.6304	0.0004	0.0	0.0063	0.0005
CAZy:degradation	Methylophilus	0.2583	0.2001	-0.0582	-0.3669	-0.2109	0.2425	0.2932	0.3436	0.4283
CAZy:degradation	Pseudofrankia	0.178	0.1995	0.0215	0.1634	-0.0348	0.8551	0.6626	0.8901	0.7557
CAZy:degradation	Candidatus Kapaibacterium	0.5738	0.1995	-0.3744	-1.5198	-0.4152	0.0205	0.0	0.0611	0.0001
CAZy:degradation	Schaalia	0.0595	0.1994	0.1399	1.7283	0.5522	0.002	0.0012	0.0145	0.01
CAZy:degradation	Flexivirga	0.1054	0.1992	0.0938	0.912	0.387	0.0311	0.0056	0.081	0.0286
CAZy:degradation	Psychrobacter	0.2707	0.1989	-0.0718	-0.4426	-0.3152	0.0795	0.1665	0.1537	0.2883
CAZy:degradation	Stakelama	0.2317	0.1989	-0.0328	-0.2193	-0.3478	0.0529	0.5698	0.1157	0.6801
CAZy:degradation	Crocosphaera	0.345	0.1988	-0.1462	-0.7919	-0.3087	0.0858	0.0586	0.1616	0.1409
CAZy:degradation	Deefgea	0.2859	0.1987	-0.0872	-0.5225	-0.363	0.0433	0.0898	0.1016	0.1881
CAZy:degradation	Oxalicibacterium	0.4074	0.1985	-0.2089	-1.0336	-0.4696	0.0088	0.0022	0.0355	0.0155
CAZy:degradation	Daejeonella	0.3633	0.1984	-0.1649	-0.8694	-0.4783	0.0077	0.0037	0.0322	0.0221
CAZy:degradation	Parazoarcus	0.5533	0.1982	-0.3551	-1.4767	-0.4522	0.0117	0.0129	0.0422	0.0513
CAZy:degradation	Rubellimicrobium	0.2227	0.198	-0.0247	-0.1688	-0.1022	0.5754	0.6561	0.6625	0.7511
CAZy:degradation	Niveispirillum	0.2116	0.1979	-0.0137	-0.0961	-0.1043	0.5669	0.8444	0.6542	0.8956
CAZy:degradation	Thiorhodovibrio	0.4061	0.1978	-0.2083	-1.0342	-0.5217	0.0036	0.0089	0.0202	0.0395
CAZy:degradation	Amnibacterium	0.185	0.1975	0.0125	0.0936	-0.0761	0.6788	0.9339	0.7498	0.9594
CAZy:degradation	Fibrisoma	0.2367	0.1974	-0.0393	-0.2605	-0.2913	0.1054	0.3902	0.1861	0.5215
CAZy:degradation	Fibrella	0.2462	0.1973	-0.0488	-0.3174	-0.3391	0.0591	0.3981	0.1256	0.5298
CAZy:degradation	Crenobacter	0.2841	0.1964	-0.0877	-0.5301	-0.2478	0.1687	0.1627	0.2638	0.284
CAZy:degradation	Melittangium	0.3228	0.1958	-0.1269	-0.7179	-0.4804	0.0074	0.0789	0.0314	0.172
CAZy:degradation	Aquamicrobium	0.2814	0.1958	-0.0856	-0.521	-0.2609	0.1473	0.1037	0.2394	0.2082
CAZy:degradation	Aquirufa	0.2576	0.1957	-0.0619	-0.3948	-0.2391	0.1844	0.2985	0.2817	0.4328
CAZy:degradation	Olivibacter	0.3941	0.1951	-0.199	-1.0109	-0.6087	0.0007	0.0079	0.0077	0.0362
CAZy:degradation	Candidatus Sulfuritelmatomonas	0.1495	0.1944	0.0449	0.3765	-0.0261	0.8932	0.4688	0.9192	0.5932
CAZy:degradation	Entrophospora	0.2961	0.1942	-0.1019	-0.6061	-0.4174	0.0201	0.034	0.0599	0.0969
CAZy:degradation	Desulfoglaeba	0.1778	0.1941	0.0163	0.1261	-0.063	0.7331	0.7111	0.7948	0.7936
CAZy:degradation	Methylovirgula	0.3394	0.194	-0.1453	-0.8034	-0.4696	0.0089	0.0087	0.0355	0.0388
CAZy:degradation	Couchioplanes	0.0865	0.1938	0.1073	1.1552	0.3913	0.0292	0.0368	0.0776	0.1024
CAZy:degradation	Verticiella	0.4089	0.1937	-0.2151	-1.0737	-0.4826	0.0071	0.0074	0.0307	0.0344
CAZy:degradation	Deferribacter	0.2993	0.1937	-0.1056	-0.6253	-0.3565	0.047	0.0666	0.1078	0.1539
CAZy:degradation	Spirochaeta	0.2601	0.1936	-0.0665	-0.4241	-0.3543	0.0485	0.2944	0.1097	0.4291
CAZy:degradation	Rugamonas	0.2613	0.1936	-0.0677	-0.431	-0.3109	0.0838	0.3605	0.1594	0.4929
CAZy:degradation	Ferrimonas	0.2473	0.1933	-0.054	-0.354	-0.3565	0.0472	0.3014	0.1078	0.436
CAZy:degradation	Microcystis	0.4266	0.1931	-0.2335	-1.1395	-0.7391	0.0	0.0003	0.0023	0.0035
CAZy:degradation	Hyphococcus	0.2519	0.193	-0.0589	-0.3824	-0.2804	0.1187	0.3623	0.2037	0.4946
CAZy:degradation	Sulfuricystis	0.3827	0.1924	-0.1903	-0.9883	-0.6043	0.0007	0.0001	0.0082	0.0017
CAZy:degradation	Echinicola	0.3139	0.1922	-0.1217	-0.705	-0.5783	0.0013	0.0884	0.0109	0.1865
CAZy:degradation	Sulfuritalea	0.4807	0.1919	-0.2888	-1.3201	-0.7152	0.0001	0.0002	0.0026	0.0029
CAZy:degradation	Paramecium	0.3318	0.1915	-0.1403	-0.7895	-0.313	0.0816	0.0138	0.1563	0.0535
CAZy:degradation	Acaulospora	0.2256	0.1914	-0.0343	-0.2366	-0.1	0.5835	0.8119	0.6681	0.8712
CAZy:degradation	Aquabacter	0.2121	0.1913	-0.0209	-0.1486	-0.2413	0.1803	0.7326	0.2781	0.8115
CAZy:degradation	Christiangramia	0.3469	0.1911	-0.1559	-0.8573	-0.5435	0.0024	0.0048	0.016	0.0259
CAZy:degradation	Oleomonas	0.1471	0.1909	0.0439	0.3743	0.1348	0.4575	0.1695	0.5576	0.2917
CAZy:degradation	Salsipaludibacter	0.0814	0.1905	0.1091	1.2166	0.5652	0.0016	0.0007	0.0127	0.0068
CAZy:degradation	Borealophlyctis	0.2611	0.1903	-0.0707	-0.4539	-0.487	0.0066	0.3183	0.0293	0.4533
CAZy:degradation	Propionicimonas	0.1276	0.1894	0.0618	0.5663	0.2761	0.1245	0.2885	0.2114	0.423
CAZy:degradation	Salmonella	0.4612	0.1893	-0.2719	-1.2802	-0.6304	0.0004	0.0001	0.0063	0.0016
CAZy:degradation	Acidiferrobacter	0.3242	0.1892	-0.135	-0.7736	-0.5804	0.0012	0.0035	0.0107	0.0211
CAZy:degradation	Chthonobacter	0.3206	0.1892	-0.1314	-0.758	-0.3457	0.0544	0.0344	0.1185	0.0977
CAZy:degradation	Methylocella	0.2485	0.1883	-0.0602	-0.3984	-0.2522	0.1614	0.2804	0.255	0.4153
CAZy:degradation	Sulfitobacter	0.3052	0.1881	-0.1171	-0.6953	-0.413	0.0214	0.036	0.0624	0.1008
CAZy:degradation	Fervidibacter	0.633	0.1881	-0.445	-1.7457	-0.4652	0.0095	0.0895	0.0371	0.1877
CAZy:degradation	Plesiocystis	0.3214	0.1876	-0.1339	-0.774	-0.5435	0.0024	0.1042	0.016	0.2086
CAZy:degradation	Zavarzinia	0.2041	0.1874	-0.0167	-0.1224	-0.1087	0.5505	0.6881	0.6396	0.7766
CAZy:degradation	Cellulosimicrobium	0.1175	0.187	0.0695	0.6662	0.2326	0.1967	0.0554	0.2951	0.1358
CAZy:degradation	Modicisalibacter	0.1763	0.1869	0.0106	0.084	-0.25	0.165	0.8475	0.2594	0.8979
CAZy:degradation	Chloroherpeton	0.1565	0.1868	0.0303	0.2537	-0.0522	0.7785	0.6703	0.8328	0.7623
CAZy:degradation	Roseococcus	0.2321	0.1866	-0.0456	-0.3137	-0.1435	0.4286	0.4253	0.5307	0.554
CAZy:degradation	Domibacillus	0.0498	0.1863	0.1365	1.8835	0.3239	0.0685	0.0589	0.1387	0.1415
CAZy:degradation	Reinekea	0.2623	0.1861	-0.0762	-0.493	-0.4696	0.0088	0.2101	0.0355	0.3382
CAZy:degradation	Parachlamydia	0.1574	0.186	0.0286	0.2391	0.0391	0.836	0.4142	0.8759	0.544
CAZy:degradation	Microtetraspora	0.1824	0.1859	0.0036	0.0278	-0.0804	0.6612	0.9428	0.7355	0.9661
CAZy:degradation	Desulfonatronospira	0.1239	0.1859	0.062	0.5813	0.2609	0.1473	0.0863	0.2394	0.1833
CAZy:degradation	Arboricoccus	0.4037	0.1856	-0.218	-1.1166	-0.4978	0.0055	0.0031	0.0258	0.02
CAZy:degradation	Trichlorobacter	0.335	0.1856	-0.1494	-0.8483	-0.4717	0.0085	0.0298	0.0348	0.0886
CAZy:degradation	Beijerinckia	0.224	0.1854	-0.0386	-0.2718	-0.2783	0.122	0.5229	0.2078	0.6413
CAZy:degradation	Nesterenkonia	0.1313	0.1853	0.054	0.4938	0.163	0.367	0.2099	0.4709	0.338
CAZy:degradation	Butyrivibrio	0.184	0.1853	0.0014	0.0105	-0.1913	0.2885	0.8789	0.392	0.9236
CAZy:degradation	Pseudogulbenkiania	0.4456	0.1845	-0.2611	-1.2677	-0.5674	0.0015	0.0002	0.0124	0.003
CAZy:degradation	Oleiagrimonas	0.2751	0.1844	-0.0907	-0.5748	-0.4196	0.0194	0.1408	0.0589	0.2563
CAZy:degradation	Methylopila	0.1799	0.1843	0.0044	0.0345	-0.1043	0.5671	0.9155	0.6542	0.946
CAZy:degradation	Melaminivora	0.5182	0.1842	-0.334	-1.4874	-0.5891	0.001	0.0	0.0099	0.0009
CAZy:degradation	Candidatus Parabeggiatoa	0.2385	0.184	-0.0545	-0.3722	-0.2609	0.1473	0.3291	0.2394	0.4619
CAZy:degradation	Spongiibacter	0.3431	0.1839	-0.1592	-0.8964	-0.4087	0.0228	0.0101	0.0648	0.0433
CAZy:degradation	Muricoccus	0.2082	0.1838	-0.0243	-0.1784	-0.1152	0.5265	0.6577	0.6207	0.7517
CAZy:degradation	Cladochytrium	0.2997	0.1829	-0.1168	-0.7096	-0.4326	0.0159	0.0044	0.0517	0.0244
CAZy:degradation	Chthonomonas	0.3008	0.1824	-0.1184	-0.7187	-0.4435	0.0134	0.0679	0.0458	0.1561
CAZy:degradation	Solibacillus	0.0279	0.1823	0.1544	2.6651	0.363	0.0299	0.0364	0.0788	0.1016
CAZy:degradation	Rhodobacter	0.2246	0.1821	-0.0425	-0.3011	-0.1957	0.2784	0.3341	0.3804	0.4673
CAZy:degradation	Gonapodya	0.1736	0.1818	0.0082	0.0662	-0.1174	0.5187	0.8326	0.613	0.8871
CAZy:degradation	Acetivibrio	0.2864	0.1817	-0.1047	-0.6534	-0.4739	0.0082	0.0697	0.034	0.1588
CAZy:degradation	Sporosarcina	0.2929	0.1815	-0.1114	-0.6871	-0.4217	0.0188	0.0218	0.0576	0.0728
CAZy:degradation	Diplonema	0.2374	0.1814	-0.0561	-0.3868	-0.1826	0.3123	0.3699	0.4153	0.5023
CAZy:degradation	Undibacterium	0.3389	0.1812	-0.1577	-0.8997	-0.4413	0.0139	0.014	0.047	0.0539
CAZy:degradation	Flavilitoribacter	0.3085	0.1812	-0.1274	-0.765	-0.4696	0.0088	0.0454	0.0355	0.1179
CAZy:degradation	Rhizopus	0.3659	0.1811	-0.1848	-1.0107	-0.5913	0.001	0.0001	0.0095	0.0022
CAZy:degradation	Salinarimonas	0.1867	0.181	-0.0057	-0.0444	-0.0348	0.8551	0.912	0.8901	0.9441
CAZy:degradation	Parahaliea	0.3094	0.1807	-0.1288	-0.7729	-0.5109	0.0043	0.0764	0.0225	0.1694
CAZy:degradation	Magnetococcus	0.2729	0.1806	-0.0923	-0.5927	-0.4826	0.0071	0.019	0.0307	0.0666
CAZy:degradation	Aquipseudomonas	0.5517	0.1804	-0.3713	-1.6075	-0.637	0.0004	0.0061	0.0059	0.0303
CAZy:degradation	Desulfobaculum	0.1055	0.1799	0.0744	0.7646	0.3413	0.0574	0.0244	0.1231	0.0783
CAZy:degradation	Verminephrobacter	0.9618	0.1792	-0.7826	-2.4176	-0.6022	0.0008	0.0003	0.0084	0.0037
CAZy:degradation	Puccinia	0.5052	0.1786	-0.3266	-1.495	-0.587	0.0011	0.0906	0.01	0.1888
CAZy:degradation	Meripilus	0.1709	0.1785	0.0075	0.0619	-0.0739	0.6877	0.6945	0.7556	0.7816
CAZy:degradation	Floridanema	0.1949	0.178	-0.0169	-0.1299	-0.2261	0.2095	0.7656	0.3082	0.8366
CAZy:degradation	Reichenbachiella	0.3904	0.1776	-0.2129	-1.1324	-0.613	0.0006	0.0	0.0074	0.0009
CAZy:degradation	Persicimonas	0.2369	0.1774	-0.0595	-0.4154	-0.2435	0.1757	0.3255	0.2727	0.4591
CAZy:degradation	Candidatus Solincola	0.1367	0.1774	0.0407	0.3733	0.0761	0.6788	0.2481	0.7498	0.3806
CAZy:degradation	Tepidamorphus	0.1585	0.177	0.0185	0.1579	-0.0565	0.7607	0.7184	0.8175	0.8001
CAZy:degradation	Hebeloma	0.0465	0.1763	0.1298	1.9012	0.3304	0.0545	0.0327	0.1185	0.0943
CAZy:degradation	Arcticibacter	0.2155	0.176	-0.0395	-0.2903	-0.2348	0.1925	0.5283	0.2901	0.6461
CAZy:degradation	Sporocytophaga	0.3586	0.1758	-0.1828	-1.0244	-0.5174	0.0037	0.0017	0.0207	0.0129
CAZy:degradation	Lichenibacterium	0.1925	0.1755	-0.0169	-0.1319	-0.1957	0.2784	0.6959	0.3804	0.7826
CAZy:degradation	Dissulfurimicrobium	0.1252	0.1755	0.0504	0.4846	0.1565	0.3864	0.133	0.491	0.2464
CAZy:degradation	Pseudomaricurvus	0.2971	0.1755	-0.1216	-0.7562	-0.5174	0.0039	0.0791	0.0211	0.1723
CAZy:degradation	Belnapia	0.2554	0.1755	-0.08	-0.5391	-0.3239	0.0715	0.1226	0.1421	0.2332
CAZy:degradation	Guyparkeria	0.168	0.1752	0.0072	0.0606	-0.0587	0.7513	0.887	0.8101	0.9294
CAZy:degradation	Paraferrimonas	0.1268	0.1749	0.0481	0.4606	0.1435	0.4281	0.1438	0.5307	0.2601
CAZy:degradation	Rhabdaerophilum	0.2286	0.1749	-0.0537	-0.3847	-0.237	0.1884	0.3167	0.2868	0.4518
CAZy:degradation	Pollutimonas	0.1993	0.1747	-0.0246	-0.1888	-0.1174	0.5186	0.5479	0.613	0.6632
CAZy:degradation	Acytostelium	0.3273	0.1743	-0.153	-0.9053	-0.4217	0.0188	0.0015	0.0576	0.0119
CAZy:degradation	Martinezella	0.2066	0.1742	-0.0324	-0.245	-0.2739	0.1278	0.5262	0.2153	0.6441
CAZy:degradation	Candidatus Kuenenia	0.2542	0.1734	-0.0809	-0.5497	-0.2761	0.1249	0.0771	0.2118	0.1702
CAZy:degradation	Myroides	0.4422	0.1733	-0.2689	-1.346	-0.5304	0.0031	0.0017	0.0183	0.0126
CAZy:degradation	Paludibacterium	0.3061	0.1733	-0.1329	-0.8175	-0.4848	0.0069	0.0046	0.0301	0.0254
CAZy:degradation	Pseudanabaena	0.2882	0.1728	-0.1155	-0.735	-0.4957	0.0057	0.1103	0.0264	0.2167
CAZy:degradation	Ereboglobus	0.2565	0.1728	-0.0838	-0.5678	-0.5565	0.0019	0.2665	0.0139	0.4009
CAZy:degradation	Curtobacterium	0.191	0.1727	-0.0183	-0.1449	-0.213	0.2375	0.7483	0.3377	0.8226
CAZy:degradation	Umezakia	0.0137	0.1727	0.159	3.562	0.8283	0.0	0.0	0.0008	0.0009
CAZy:degradation	Linnemannia	0.487	0.1726	-0.3144	-1.4909	-0.6522	0.0003	0.0	0.005	0.0002
CAZy:degradation	Candidatus Nitricoxidivorans	0.2853	0.1724	-0.1129	-0.7232	-0.3826	0.033	0.0395	0.0844	0.1078
CAZy:degradation	Pseudidiomarina	0.189	0.1724	-0.0166	-0.1321	-0.1565	0.3873		0.4913	1.0
CAZy:degradation	Salinibacter	0.1959	0.1722	-0.0237	-0.185	-0.2043	0.2574	0.6387	0.3588	0.7369
CAZy:degradation	Cytospora	0.1129	0.1721	0.0592	0.6034	0.1065	0.5588	0.1448	0.648	0.2615
CAZy:degradation	Natronosporangium	0.0916	0.1714	0.0798	0.8971	0.2826	0.1155	0.0968	0.2003	0.1977
