feature	pre	drought	log2FC	p	cliffs_delta	q_BH
GT72522	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL21021	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
AA61980	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA64754	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA65231	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH69624	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH70	0.0353	0.0	-5.1817	0.3028	-0.0588	0.6048
CE75109	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT78584	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA40785	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA41481	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA41770	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA41773	0.0322	0.0	-5.0523	0.3028	-0.0588	0.6048
AA47811	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE74307	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE74645	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT77980	0.0235	0.0	-4.6168	0.3028	-0.0588	0.6048
GH49016	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA36831	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA37504	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL51468	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL53780	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA37637	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA37693	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT80257	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT81371	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA50597	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA54104	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL50775	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL51026	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA55158	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT74400	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT75905	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH65922	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE83386	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA38248	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA38858	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA39433	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA39685	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT77794	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT77842	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
GT77977	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL14064	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE97287	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE98215	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL13206	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL13681	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL13804	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL13867	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL13913	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL13939	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH14128	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL59275	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL61723	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL65872	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE98992	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE99016	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE99025	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE99297	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
CE99391	0.0322	0.0	-5.0523	0.3028	-0.0588	0.6048
CE95433	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL43905	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE94059	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE94086	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL68119	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL11932	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL47009	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE95029	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE95427	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE99775	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE96739	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE97110	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE94912	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE94928	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
PL46703	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL46810	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL46858	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL46422	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE00371	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
AA2139261	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL14727	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL14777	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
CE98483	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE98646	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
CE01147	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL49735	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT07496	0.0322	0.0	-5.0523	0.3028	-0.0588	0.6048
AA2137012	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE00590	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE00733	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE00877	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE00936	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL22658	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL22675	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE01118	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL95251	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA2136981	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE99947	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL15029	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
PL14162	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL14165	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL14391	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL14666	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL14718	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
PL46361	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL41046	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
PL15218	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL44246	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL46271	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL46272	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH09317	0.0235	0.0	-4.6168	0.3028	-0.0588	0.6048
PL16609	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL17034	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL18	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
PL20195	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA2623691	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA2626367	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
AA2626437	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL09619	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH37074	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH37091	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH38537	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE88594	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA2622605	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
AA24001	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA24105	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA24795	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA24842	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA25942	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA2614543	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA2616005	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA2619402	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL58130	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH38843	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE84928	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
PL10313	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL10422	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA2627882	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
PL56427	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL56483	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL56578	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL10753	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL05806	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL38447	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH35456	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
GH35701	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
GH35807	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL10754	0.0322	0.0	-5.0523	0.3028	-0.0588	0.6048
PL11010	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA2621803	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA2142589	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE94323	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE94344	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH19848	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL20226	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL11546	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL11566	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL11831	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL11833	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH33907	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH31175	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
GH31533	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE91649	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL12756	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL13064	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA2141132	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA2141892	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL40856	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA22482	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH36552	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
GH34165	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH34481	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE91703	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE93384	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE93443	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA2142721	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA21928	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA00155	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA22939	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL11320	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL20024	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL20127	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH33580	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
GH33660	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH33800	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL50301	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH96094	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH96256	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH94891	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL48893	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL49049	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL49212	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH82363	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
PL50264	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH95712	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
PL50535	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT47498	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH96907	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
CE05378	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE05396	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE05931	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH83381	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH85418	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH95326	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH95140	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE05189	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE04547	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA95087	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA93624	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT49845	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT49793	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
CE06388	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE06356	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
CE06355	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH98011	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH97353	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE04096	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE03288	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA86923	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT51249	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT51483	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT52220	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT54	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA81675	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA81818	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA83045	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA83079	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA81364	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA8784093	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL50659	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT54942	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT54964	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT61422	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA77183	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA78135	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE03214	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA81291	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA80663	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA80630	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE11883	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH92760	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH91451	0.0322	0.0	-5.0523	0.3028	-0.0588	0.6048
AA90271	0.0353	0.0	-5.182	0.3028	-0.0588	0.6048
GT50561	0.0235	0.0	-4.6168	0.3028	-0.0588	0.6048
GT50453	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT50192	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT50061	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE07569	0.0235	0.0	-4.6168	0.3028	-0.0588	0.6048
CE07252	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH89972	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH89814	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT10324	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL80732	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
PL81191	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL19140	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL19615	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
PL19998	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
CE01306	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
GT100	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
GT10008	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA19800	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE01922	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE01950	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE02070	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE02141	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT32592	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT25784	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL49487	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL49536	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA01677	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE01455	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA02718	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL94825	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA20892	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA20372	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA20280	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL83387	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
AA08868	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL19999	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA09971	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA00708	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA10073	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL88994	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL49618	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT44696	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL21891	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CBM29	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
GT34468	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL23746	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL24206	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE02839	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH96568	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA95138	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT41820	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT46052	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
GT46340	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT46412	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA95141	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA95283	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA95531	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE03036	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE37849	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA97800	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH98505	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT31620	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT31260	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL50005	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL50003	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL49894	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL49884	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL49847	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
PL49830	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CBM58	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT40149	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
GT38164	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT36727	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT36095	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT69951	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE41293	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT67080	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT65974	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA7407968	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA7406532	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA7405937	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE46514	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA7404542	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE46721	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
AA7404541	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA7404056	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA7401729	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE46726	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH76980	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA72859	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH76327	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH76320	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT70506	0.0235	0.0	-4.6168	0.3028	-0.0588	0.6048
PL48603	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL48535	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT71560	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
PL48215	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
CE28833	0.0322	0.0	-5.0523	0.3028	-0.0588	0.6048
CE22436	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE21889	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE16376	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT72364	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT64485	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT68557	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL32134	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL31999	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL30258	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL32143	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL30253	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL28915	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE33984	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH73307	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE28689	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT68347	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE28650	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT68382	0.0322	0.0	-5.0523	0.3028	-0.0588	0.6048
GT68553	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH75969	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA80288	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH75840	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH74487	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
GT68558	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE33776	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA72323	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE30914	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE41154	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE30556	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE30369	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
GH77185	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH77164	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA7390694	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA73867	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
GH70129	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL50613	0.0322	0.0	-5.0523	0.3028	-0.0588	0.6048
PL50586	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL50581	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE37085	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE10174	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
GH72803	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE35413	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT63418	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH80467	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE10642	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE10961	0.0644	0.0	-6.0304	0.3028	-0.0588	0.6048
